C	0.519417476	P	[	99.79889157	30.41031683	1.06338818	40	]
C	0.347826087	P	[	99.14171866	30.53403808	1.04386226	40	]
C	0.425120773	P	[	99.39204323	30.11679243	1.03158047	40	]
C	0.194174757	P	[	99.83201876	30.12906275	1.04295489	40	]
C	0.106796117	P	[	100.0213138	30.03798608	1.05154441	40	]
C	0.188405797	P	[	100.1512353	30.2858144	1.05560382	40	]
C	0.330097087	P	[	100.7724348	30.5536318	1.06084036	40	]
C	0.446601942	P	[	99.33646144	30.86704723	1.05816925	40	]
C	0.202898551	P	[	100.3678032	29.87476218	1.04698411	40	]
C	0.160194175	P	[	99.68550689	29.89435471	1.04219532	40	]
C	0.223300971	P	[	99.49764364	29.89025761	1.03965622	40	]
C	0.865671642	P	[	97.30130546	29.37312983	0.99669023	39	]
C	0.330097087	P	[	99.97733922	30.12775382	1.05856112	40	]
C	0.568720379	P	[	100.7966132	29.17979252	1.0635853	41	]
C	0.398104265	P	[	101.4810632	28.77504058	1.04910471	41	]
C	0.367149758	P	[	99.90667793	29.33030745	1.03431519	40	]
C	0.410891089	P	[	100.2967887	30.67175476	1.0502975	39	]
C	0.393203883	P	[	99.21823719	30.63566421	1.05038875	40	]
C	0.275362319	P	[	100.0338256	29.65775956	1.03813835	40	]
C	0.6492891	P	[	101.4075536	30.06623991	1.07962323	41	]
C	0.145631068	P	[	100.2522243	30.19781934	1.0513036	40	]
C	0.281553398	P	[	99.41408722	29.69944734	1.03311262	40	]
C	0.74537037	P	[	100.1980539	28.35836238	1.04113582	42	]
C	0.334951456	P	[	100.7639401	29.81606794	1.05758551	40	]
C	0.502415459	P	[	100.4555344	30.91814969	1.06652837	40	]
C	1.029126214	P	[	99.23489409	32.13864125	1.09155756	40	]
C	0.260869565	P	[	99.49036052	29.94251562	1.03565214	40	]
C	0.36318408	P	[	99.26202184	31.06780436	1.05042212	39	]
C	0.417910448	P	[	99.12749166	31.55771209	1.0524685	39	]
C	0.275362319	P	[	100.3590731	30.23414444	1.04842881	40	]
C	0.594059406	P	[	98.69686193	32.10502373	1.05659984	39	]
C	0.475247525	P	[	97.66839257	31.62713282	1.042184	39	]
C	0.412935323	P	[	99.98230747	30.68281333	1.05161647	39	]
C	0.349514563	P	[	99.10503588	29.93754158	1.03784578	40	]
C	0.339805825	P	[	100.1068281	30.10223552	1.0602936	40	]
C	0.39800995	P	[	98.8124031	31.15996433	1.04245779	39	]
C	0.325242718	P	[	100.6900631	29.48089144	1.04687875	40	]
C	0.314009662	P	[	100.7124706	29.86324379	1.05280614	40	]
C	0.530805687	P	[	101.3981802	29.37820635	1.05381131	41	]
C	0.314009662	P	[	100.2791284	29.53465396	1.04318582	40	]
C	0.381642512	P	[	99.19019823	30.47281325	1.04108304	40	]
C	0.552238806	P	[	99.01999953	30.8898643	1.03016134	39	]
C	0.531400966	P	[	100.6153558	30.85922959	1.07085981	40	]
C	0.266990291	P	[	100.5938256	30.20171715	1.05887432	40	]
C	0.398104265	P	[	100.0096578	29.28874982	1.04227058	41	]
C	0.291262136	P	[	100.5476649	29.7837083	1.04594765	40	]
C	0.276699029	P	[	100.0337462	30.49274703	1.05900517	40	]
C	0.359223301	P	[	99.387646	29.75184896	1.02957444	40	]
C	0.424528302	P	[	100.2840507	29.23506873	1.05078821	41	]
C	0.160194175	P	[	100.2489947	30.20619801	1.05036631	40	]
C	0.379146919	P	[	101.1446403	28.57558603	1.04591256	41	]
C	0.597014925	P	[	101.4805809	31.4666568	1.06488437	39	]
C	0.575471698	P	[	102.2671208	28.40798685	1.04713544	41	]
C	0.616504854	P	[	98.4411646	29.11447288	1.01618498	40	]
C	0.242718447	P	[	99.67383461	30.01703792	1.04891218	40	]
C	0.842639594	P	[	97.56889627	31.21780283	1.01376893	38	]
C	0.203883495	P	[	100.0586578	30.37949827	1.0539168	40	]
C	0.77184466	P	[	100.8760694	30.73636888	1.09099943	40	]
C	0.309178744	P	[	100.7037604	30.11397002	1.05377629	40	]
C	0.237864078	P	[	100.5389795	30.02022411	1.05380922	40	]
C	0.577669903	P	[	101.3226277	31.15671236	1.0706992	40	]
C	0.266990291	P	[	99.31970124	30.3291068	1.04760691	40	]
C	0.300970874	P	[	99.73364159	30.25057407	1.04175987	40	]
C	0.266990291	P	[	100.0985587	30.50190647	1.05729758	40	]
C	0.616113744	P	[	102.1279627	29.16979229	1.06070655	41	]
C	0.291262136	P	[	100.2803653	29.60878126	1.04144427	40	]
C	0.184466019	P	[	100.1970706	29.98947552	1.04480139	40	]
C	0.325242718	P	[	99.50185884	30.4239479	1.04562041	40	]
C	0.382075472	P	[	101.289851	28.8314714	1.04811992	41	]
C	0.644670051	P	[	96.41273916	32.48227058	1.03648839	38	]
C	0.429951691	P	[	100.9083088	30.49486505	1.07006354	40	]
C	0.51980198	P	[	101.0052793	31.33532594	1.07358907	39	]
C	0.275362319	P	[	100.2228769	30.28238158	1.04802533	40	]
C	0.22815534	P	[	100.1115593	30.41181197	1.054023	40	]
C	0.111650485	P	[	100.2079813	29.98888802	1.0494958	40	]
C	0.203883495	P	[	100.3062954	29.86806847	1.04971632	40	]
C	0.63507109	P	[	99.134076	28.64863829	1.01727729	41	]
C	1.151041667	P	[	95.87959724	34.7975346	1.08577412	37	]
C	0.532338308	P	[	99.08659161	30.27363406	1.0397172	39	]
C	0.362318841	P	[	99.80862592	30.54180812	1.04963279	40	]
C	0.507462687	P	[	99.0250223	29.76327608	1.02700275	39	]
C	0.270531401	P	[	100.2913939	29.72389865	1.04881388	40	]
C	0.325242718	P	[	100.6547993	30.26153041	1.05225417	40	]
C	0.309178744	P	[	99.50013017	29.50736911	1.03315705	40	]
C	0.305825243	P	[	99.26411767	29.7951909	1.03231965	40	]
C	0.626213592	P	[	98.25590801	29.28741004	1.02273914	40	]
C	0.266990291	P	[	100.0355657	29.60461127	1.04480091	40	]
C	0.189320388	P	[	99.87202017	30.05043889	1.0514984	40	]
C	0.71641791	P	[	102.1613864	30.87032669	1.08745604	39	]
C	1.35483871	P	[	102.9897113	34.31417646	1.13886683	36	]
C	0.305825243	P	[	100.0510215	29.546607	1.04064436	40	]
C	0.286407767	P	[	99.47635632	30.39662677	1.04958367	40	]
								
Pop	1000	-	Iter	10				
Mean	0.361458691							
C	0.237864078	P	[	100.1793643	29.7181206	1.04626585	40	]
C	1.138248848	P	[	103.3259264	26.49901708	1.02287341	42	]
C	0.445544554	P	[	98.65540445	30.8032771	1.03411519	39	]
C	0.381642512	P	[	100.3822369	30.0820945	1.04271622	40	]
C	0.582089552	P	[	100.3938805	30.87289252	1.06899145	39	]
C	0.383495146	P	[	99.7123942	29.95885744	1.03328965	40	]
C	0.464454976	P	[	100.4809827	29.42996327	1.06039093	41	]
C	0.373134328	P	[	99.03740156	31.11799445	1.04440319	39	]
C	0.532338308	P	[	99.1857434	31.90934222	1.06231525	39	]
C	0.373134328	P	[	99.00471161	31.12538028	1.04806247	39	]
C	0.296116505	P	[	99.20573091	30.34057312	1.0445345	40	]
C	0.241545894	P	[	99.76865367	29.7735726	1.03631357	40	]
C	0.650485437	P	[	98.22590154	29.21837292	1.01305024	40	]
C	0.32038835	P	[	99.85024717	29.65831642	1.04605442	40	]
C	0.203883495	P	[	99.54598898	29.95059142	1.04334904	40	]
C	0.38647343	P	[	99.91134943	30.15697127	1.05843185	40	]
C	0.582524272	P	[	101.267149	30.80266436	1.08032014	40	]
C	0.343283582	P	[	98.45759492	31.27795504	1.04520945	39	]
C	0.398058252	P	[	100.7556869	29.35306256	1.04214953	40	]
C	0.15942029	P	[	99.7199371	29.85178848	1.03979902	40	]
C	0.371287129	P	[	98.8273564	31.61881716	1.05219138	39	]
C	0.304347826	P	[	99.55960324	29.54071524	1.03917511	40	]
C	0.47761194	P	[	98.33741338	31.49394379	1.05226808	39	]
C	0.325242718	P	[	100.1517494	30.32604285	1.04596447	40	]
C	0.32038835	P	[	99.04591673	30.36544074	1.04194738	40	]
C	0.396135266	P	[	100.7641991	29.60071903	1.05470985	40	]
C	0.346534653	P	[	99.16070221	31.23196965	1.05005829	39	]
C	0.507462687	P	[	99.31074646	31.33773977	1.04358032	39	]
C	0.189320388	P	[	100.4039762	30.17979141	1.05608937	40	]
C	0.218446602	P	[	99.94202897	29.64681474	1.04212436	40	]
C	0.296116505	P	[	100.0638843	30.15554474	1.04199457	40	]
C	0.339805825	P	[	100.1672828	29.75356287	1.03661485	40	]
C	0.242718447	P	[	100.5600802	30.32198849	1.05648565	40	]
C	0.247572816	P	[	100.1020163	29.78669798	1.05075283	40	]
C	0.437810945	P	[	100.0507514	30.26748381	1.04341801	39	]
C	0.300970874	P	[	100.7329289	30.13329633	1.05300048	40	]
C	0.684466019	P	[	101.3428576	28.84865288	1.03571939	40	]
C	0.402912621	P	[	100.2530049	29.13223335	1.03711633	40	]
C	0.468599034	P	[	99.18880113	29.07482202	1.0268535	40	]
C	0.55721393	P	[	99.25227575	30.3403183	1.04619208	39	]
C	0.490291262	P	[	101.1861553	30.3950846	1.06385181	40	]
C	0.39800995	P	[	99.99630262	30.69353821	1.04961552	39	]
C	0.801020408	P	[	96.00778603	32.1632566	1.01801302	38	]
C	0.291262136	P	[	99.76580478	29.62593742	1.03416389	40	]
C	0.834123223	P	[	102.8568322	29.46631525	1.07134612	41	]
C	0.431279621	P	[	100.1718226	28.9680603	1.04402371	41	]
C	0.266990291	P	[	100.4787291	30.35708057	1.0594426	40	]
C	0.203883495	P	[	100.2312548	30.27028945	1.05668705	40	]
C	0.36407767	P	[	100.5340001	30.26004101	1.04932209	40	]
C	0.32038835	P	[	100.4122233	30.30345933	1.05004153	40	]
C	0.174757282	P	[	100.2108762	30.28612021	1.05408234	40	]
C	0.475728155	P	[	100.5040954	29.36054875	1.04998339	40	]
C	0.339805825	P	[	99.3172872	30.4467266	1.04377418	40	]
C	0.257281553	P	[	99.45849093	29.72361484	1.03526678	40	]
C	0.330097087	P	[	100.7536273	29.82022146	1.05848392	40	]
C	0.492890995	P	[	99.59018413	29.76768093	1.04037321	41	]
C	0.315533981	P	[	99.40858245	30.40862409	1.04653685	40	]
C	0.359223301	P	[	100.5621856	29.9246604	1.06022091	40	]
C	0.325242718	P	[	100.7374698	30.5065701	1.06376845	40	]
C	0.791044776	P	[	100.108284	29.8003681	1.01118106	39	]
C	0.160194175	P	[	99.93381007	29.77923245	1.04498246	40	]
C	0.203883495	P	[	100.3520908	30.17299361	1.04990685	40	]
C	0.286407767	P	[	99.72609389	29.72081604	1.03499019	40	]
C	0.310679612	P	[	99.43380988	29.67351888	1.03075141	40	]
C	0.189320388	P	[	100.3060261	30.25117504	1.05598425	40	]
C	0.160194175	P	[	100.0072374	30.28132204	1.05326062	40	]
C	0.13592233	P	[	99.7853023	29.87294333	1.0444147	40	]
C	0.286407767	P	[	100.7661897	30.15401901	1.05443727	40	]
C	0.140096618	P	[	99.83086066	29.95335546	1.04250215	40	]
C	0.236714976	P	[	99.98427134	29.68675456	1.04102925	40	]
C	0.325242718	P	[	100.1142928	29.71966648	1.05133383	40	]
C	0.45971564	P	[	100.3128901	28.96954522	1.03671201	41	]
C	0.208737864	P	[	100.4060023	30.18224471	1.05655804	40	]
C	0.378640777	P	[	99.14428419	30.46860394	1.0480811	40	]
C	0.289855072	P	[	100.3879762	29.6171762	1.04277622	40	]
C	0.606965174	P	[	97.85864812	31.31132758	1.02876408	39	]
C	0.247572816	P	[	99.81636757	29.79718634	1.04605584	40	]
C	0.270531401	P	[	99.78938659	30.36071016	1.05518299	40	]
C	0.276699029	P	[	100.7736792	30.02499033	1.05708379	40	]
C	0.29468599	P	[	99.66894929	29.49929482	1.03535663	40	]
C	0.354368932	P	[	99.06672575	30.34913302	1.04594835	40	]
C	0.155339806	P	[	100.0713873	30.25865286	1.05002428	40	]
C	0.237864078	P	[	99.54015822	30.08275352	1.0408564	40	]
C	0.363207547	P	[	100.3617351	29.23476203	1.04669244	41	]
C	0.111650485	P	[	100.0561153	29.94465261	1.0498269	40	]
C	0.203883495	P	[	100.3171862	29.99453368	1.05479098	40	]
C	0.237864078	P	[	99.61904416	29.64489307	1.03779663	40	]
C	0.36407767	P	[	101.1485078	29.73122279	1.05564425	40	]
C	0.339805825	P	[	100.5864716	29.45328826	1.04418124	40	]
C	0.612244898	P	[	97.08066085	32.31278639	1.04119055	38	]
C	0.349514563	P	[	99.38005632	29.49648027	1.03037759	40	]
C	0.736318408	P	[	101.3550256	31.98991443	1.08997173	39	]
C	0.27184466	P	[	99.51247298	30.26620816	1.04985432	40	]
C	0.402912621	P	[	100.718192	29.45514019	1.04102397	40	]
C	0.160194175	P	[	100.3315177	30.22834538	1.05449683	40	]
C	0.472636816	P	[	98.72152344	30.53535106	1.0344078	39	]
C	0.300970874	P	[	99.99647758	29.6754359	1.04865951	40	]
C	0.199029126	P	[	99.67086662	30.04353282	1.0469139	40	]
C	0.378640777	P	[	99.12637421	29.97176926	1.03104456	40	]
C	0.233009709	P	[	100.2724036	29.82947384	1.04436618	40	]
								
Pop	625	-	Iter	16				
Mean	0.321814314							
C	0.425120773	P	[	100.8657987	30.44661395	1.05746176	40	]
C	0.262135922	P	[	99.72421275	30.0499936	1.0510739	40	]
C	0.218446602	P	[	99.94033306	29.97606741	1.05195004	40	]
C	0.144927536	P	[	100.2484196	30.10870077	1.04866164	40	]
C	0.262135922	P	[	99.9943104	29.60222749	1.03930491	40	]
C	0.262135922	P	[	100.6384763	29.98559083	1.05450892	40	]
C	0.549763033	P	[	99.07375381	29.49668413	1.0306663	41	]
C	0.082524272	P	[	100.1363325	30.10739108	1.05067708	40	]
C	0.562189055	P	[	99.78842912	31.63395798	1.0699627	39	]
C	0.237864078	P	[	99.59203986	29.83082048	1.04329973	40	]
C	0.296116505	P	[	99.49611238	29.60812978	1.03944391	40	]
C	0.391304348	P	[	100.7078244	30.83098857	1.06423065	40	]
C	0.189320388	P	[	99.92929701	29.76933926	1.04012648	40	]
C	0.289855072	P	[	100.6709399	30.26888293	1.05546316	40	]
C	0.242718447	P	[	100.332657	29.85338053	1.04352752	40	]
C	0.17961165	P	[	99.87086512	30.20256745	1.04995676	40	]
C	0.358208955	P	[	99.03782721	31.19587752	1.04643744	39	]
C	0.349514563	P	[	100.8051948	30.48230889	1.05976575	40	]
C	0.743961353	P	[	102.3422718	29.29020786	1.06212808	40	]
C	0.27184466	P	[	100.1153564	29.62366081	1.04310236	40	]
C	0.358208955	P	[	98.9465937	31.50986796	1.0521519	39	]
C	0.13592233	P	[	100.3214728	30.08031365	1.05300061	40	]
C	0.145631068	P	[	100.0025507	29.84048238	1.04795925	40	]
C	0.270531401	P	[	100.105639	30.00424436	1.05594196	40	]
C	0.291262136	P	[	99.95770621	29.86294028	1.05183805	40	]
C	1.098958333	P	[	96.88517733	33.57206356	1.01634379	37	]
C	0.349514563	P	[	99.02127326	30.34740069	1.04353336	40	]
C	0.437810945	P	[	98.59776468	30.97723383	1.03635757	39	]
C	0.388625592	P	[	100.0523474	29.40671649	1.04609922	41	]
C	0.315533981	P	[	100.3526599	29.58928166	1.040263	40	]
C	0.242718447	P	[	99.41074852	29.97914313	1.03814869	40	]
C	0.22705314	P	[	100.3177569	29.88421417	1.05285614	40	]
C	0.472636816	P	[	98.71448089	30.66746528	1.03253783	39	]
C	0.291262136	P	[	99.55580505	30.22500719	1.05027144	40	]
C	0.203883495	P	[	100.1293487	29.77588288	1.04495029	40	]
C	0.203883495	P	[	100.2968816	30.08881147	1.056508	40	]
C	0.140096618	P	[	99.79369495	29.94386661	1.04227207	40	]
C	0.237864078	P	[	100.2304341	30.36458832	1.05150386	40	]
C	0.44278607	P	[	99.59955898	30.9394166	1.05533082	39	]
C	0.296116505	P	[	99.78896935	29.74108379	1.03422034	40	]
C	0.231884058	P	[	99.60457836	30.11637141	1.04168785	40	]
C	0.417475728	P	[	100.0679296	29.86361356	1.05843317	40	]
C	0.17961165	P	[	100.2245745	29.89401005	1.0474683	40	]
C	0.462264151	P	[	100.914087	29.56235836	1.05481661	41	]
C	0.402843602	P	[	101.3399707	28.82402452	1.05258003	41	]
C	0.354368932	P	[	100.9953766	30.08053318	1.06333525	40	]
C	0.126213592	P	[	100.2087932	29.98167145	1.04735919	40	]
C	0.300970874	P	[	100.6622837	29.83560312	1.05516486	40	]
C	0.286407767	P	[	100.7272903	29.93689327	1.05181704	40	]
C	0.333333333	P	[	99.60213217	29.53984765	1.03184024	40	]
C	0.328502415	P	[	99.05728209	30.3091608	1.04599299	40	]
C	0.304347826	P	[	100.0298003	30.22272894	1.04253881	40	]
C	0.09223301	P	[	100.0582558	30.12490947	1.05125311	40	]
C	0.330097087	P	[	99.87374777	30.35141081	1.0439044	40	]
C	0.223300971	P	[	99.73627849	29.85363419	1.04650726	40	]
C	0.291262136	P	[	100.6792307	30.5517466	1.061252	40	]
C	0.242718447	P	[	99.64420931	30.21543793	1.04544961	40	]
C	0.280193237	P	[	100.1929108	29.59451219	1.04141832	40	]
C	0.314009662	P	[	99.24690414	30.01761075	1.03810404	40	]
C	0.160194175	P	[	99.97173759	30.26121427	1.05219775	40	]
C	0.242718447	P	[	99.89660349	30.02348527	1.05292709	40	]
C	0.131067961	P	[	100.1301653	30.20908893	1.05263174	40	]
C	0.189320388	P	[	100.3290314	30.30990112	1.05475893	40	]
C	1.004975124	P	[	96.05704505	30.35791809	1.00229312	39	]
C	0.334951456	P	[	100.4641449	30.5065752	1.06182329	40	]
C	0.391304348	P	[	99.1007968	30.46556091	1.0497347	40	]
C	0.291262136	P	[	100.5256115	29.65564243	1.04514848	40	]
C	0.072463768	P	[	99.94507916	29.97108235	1.04540946	40	]
C	0.417475728	P	[	100.5630218	30.08152944	1.0652249	40	]
C	0.178743961	P	[	100.1074472	29.88548522	1.0429737	40	]
C	0.082125604	P	[	100.0702729	29.99176994	1.04642513	40	]
C	0.242718447	P	[	99.73558577	30.3284011	1.04794825	40	]
C	0.381642512	P	[	100.9144603	29.89131467	1.06062861	40	]
C	0.237864078	P	[	99.75268843	30.20148206	1.04327641	40	]
C	0.393034826	P	[	99.81495174	30.45722746	1.03826461	39	]
C	0.822335025	P	[	100.1734009	31.83385558	1.08254485	38	]
C	0.276699029	P	[	99.70775178	29.82239025	1.04647248	40	]
C	0.140776699	P	[	99.99002793	30.22189784	1.05210964	40	]
C	0.233009709	P	[	99.8987437	29.78728288	1.04736286	40	]
C	0.398104265	P	[	100.9093823	29.33042962	1.05498527	41	]
C	0.260869565	P	[	99.68651775	30.39109008	1.05003884	40	]
C	0.140776699	P	[	100.3358139	30.12557478	1.05379306	40	]
C	0.333333333	P	[	100.2726392	30.62563783	1.05569229	40	]
C	0.194174757	P	[	99.60259116	29.87856847	1.03949614	40	]
C	0.27184466	P	[	100.6044075	30.20679375	1.05947169	40	]
C	0.305825243	P	[	99.1824512	30.37928789	1.04598149	40	]
C	1.044776119	P	[	103.1020903	32.86779061	1.11512463	39	]
C	0.358208955	P	[	99.11182341	30.9027727	1.04191688	39	]
C	0.286407767	P	[	100.5634506	29.83297035	1.04754193	40	]
C	0.427860697	P	[	100.0174068	31.27802109	1.0588893	39	]
C	0.126213592	P	[	100.0561797	29.88863017	1.04562104	40	]
C	0.310679612	P	[	100.3879824	30.50225305	1.0598614	40	]
C	0.617924528	P	[	101.6520129	29.53361089	1.07160101	41	]
C	0.150485437	P	[	100.0852427	30.08929487	1.05347631	40	]
C	0.314009662	P	[	99.38370637	29.59880252	1.03439668	40	]
C	0.388059701	P	[	99.15607568	31.33442585	1.05112729	39	]
C	0.296116505	P	[	99.37831364	30.05548177	1.04541583	40	]
C	0.415458937	P	[	100.2704677	29.66600245	1.03539923	40	]
C	0.305825243	P	[	99.77073757	29.6174925	1.04377549	40	]
C	0.637755102	P	[	97.77579378	33.00504837	1.05988092	38	]
								
Pop	500	-	Iter	20				
Mean	0.301344918							
C	0.357487923	P	[	100.9016641	29.55468912	1.04761616	40	]
C	0.349514563	P	[	99.99114474	29.88190074	1.0351735	40	]
C	0.222222222	P	[	99.54120184	29.75109315	1.04080202	40	]
C	0.17961165	P	[	99.84028542	29.96743845	1.04063349	40	]
C	0.296116505	P	[	99.89107057	29.53897043	1.03677469	40	]
C	0.237864078	P	[	99.6580197	29.65454735	1.04035238	40	]
C	0.193236715	P	[	99.75454007	30.09045411	1.04450221	40	]
C	0.512437811	P	[	100.2988846	31.37998739	1.06009449	39	]
C	0.217391304	P	[	99.55489633	29.90876346	1.04537861	40	]
C	0.330097087	P	[	100.898594	29.98142679	1.05818995	40	]
C	0.165048544	P	[	99.87906721	30.17220781	1.04952515	40	]
C	0.164251208	P	[	100.3918958	30.17374666	1.05367728	40	]
C	0.296116505	P	[	100.7015842	29.67642559	1.04791757	40	]
C	0.846938776	P	[	102.4974205	31.77315047	1.09268285	38	]
C	0.325242718	P	[	100.0095302	29.65217944	1.04874	40	]
C	0.247572816	P	[	99.71665444	30.22173584	1.04518701	40	]
C	0.296116505	P	[	100.2155356	29.93129215	1.0409898	40	]
C	0.266990291	P	[	99.6624557	29.83565668	1.03610857	40	]
C	0.325242718	P	[	100.5263097	30.41513797	1.05355333	40	]
C	0.17961165	P	[	99.97887095	29.71815922	1.04348474	40	]
C	0.251207729	P	[	100.1551316	29.72901734	1.04212442	40	]
C	0.348258706	P	[	98.48587228	31.55588385	1.04920689	39	]
C	0.310679612	P	[	99.8127216	30.34344476	1.05531954	40	]
C	0.212560386	P	[	99.75148017	29.73027709	1.03738195	40	]
C	0.194174757	P	[	99.80990365	30.1030526	1.05112626	40	]
C	0.412322275	P	[	101.329983	28.83180102	1.04741296	41	]
C	0.17961165	P	[	99.7306177	30.06120813	1.04784896	40	]
C	0.257281553	P	[	99.63735276	30.17259272	1.04379112	40	]
C	0.344660194	P	[	99.71062031	29.52043712	1.04200835	40	]
C	0.608695652	P	[	101.6490177	31.18601958	1.07963455	40	]
C	0.223300971	P	[	100.4604043	30.21932582	1.05740009	40	]
C	0.285024155	P	[	100.2341673	29.61415392	1.04546066	40	]
C	0.257281553	P	[	99.51937901	30.04614612	1.03867061	40	]
C	0.412935323	P	[	99.6579183	31.07533143	1.04853398	39	]
C	0.173913043	P	[	99.82789414	29.95226702	1.04816893	40	]
C	0.368159204	P	[	99.19355054	30.99272308	1.04767694	39	]
C	0.121359223	P	[	100.2241076	29.9906304	1.04742492	40	]
C	0.526066351	P	[	99.28186245	29.01136824	1.02461219	41	]
C	0.213592233	P	[	99.96746581	29.8089784	1.04889448	40	]
C	0.402985075	P	[	100.7913945	30.81625474	1.05901038	39	]
C	0.178743961	P	[	100.0765011	29.85398231	1.04887994	40	]
C	0.276699029	P	[	99.67590495	29.60214154	1.04120675	40	]
C	0.286407767	P	[	100.6780375	29.73047656	1.04741158	40	]
C	0.626865672	P	[	98.24004852	29.88508132	1.01732482	39	]
C	0.357487923	P	[	99.04943791	30.17862401	1.0373579	40	]
C	0.466019417	P	[	98.72367227	29.84760513	1.02745742	40	]
C	0.160194175	P	[	100.0173476	30.29589027	1.0528349	40	]
C	0.212560386	P	[	99.73248663	29.70719516	1.04292899	40	]
C	0.383084577	P	[	99.86558471	30.81426342	1.05002968	39	]
C	0.194174757	P	[	99.58436329	29.91092587	1.04250389	40	]
C	0.160194175	P	[	99.96457437	29.9022583	1.04164654	40	]
C	0.27184466	P	[	99.51382924	30.24761518	1.04856331	40	]
C	0.194174757	P	[	100.0181011	29.75561973	1.04725783	40	]
C	0.231884058	P	[	100.1558878	30.09260975	1.05643545	40	]
C	0.685185185	P	[	102.3364157	28.2459216	1.06062214	42	]
C	0.744075829	P	[	99.37517764	27.96470137	1.01529066	41	]
C	0.339805825	P	[	99.9408413	30.63384618	1.05675651	40	]
C	0.286407767	P	[	100.5944232	29.8647676	1.05396429	40	]
C	0.281553398	P	[	99.42228753	30.21502859	1.04798045	40	]
C	0.106796117	P	[	100.1451076	30.14957781	1.04948723	40	]
C	0.291262136	P	[	99.20009307	30.40748055	1.04547782	40	]
C	0.286407767	P	[	100.0429894	30.54734043	1.057313	40	]
C	0.473933649	P	[	100.6821672	29.16415723	1.04122162	41	]
C	0.247572816	P	[	99.65583439	30.09125905	1.03907043	40	]
C	0.291262136	P	[	100.424293	29.65191544	1.04285385	40	]
C	0.296116505	P	[	99.35280954	29.79488	1.03771229	40	]
C	0.262135922	P	[	99.47516434	29.69234399	1.03992285	40	]
C	0.334951456	P	[	100.8200787	30.47238187	1.06201569	40	]
C	0.067961165	P	[	100.1298485	29.98652975	1.04806528	40	]
C	0.22815534	P	[	100.4131942	29.86158715	1.05192668	40	]
C	0.775510204	P	[	97.2010386	33.58874979	1.05512988	38	]
C	0.178743961	P	[	100.1061604	30.28677622	1.05325624	40	]
C	0.310679612	P	[	100.1882928	30.21382477	1.04561922	40	]
C	0.208737864	P	[	100.2706892	30.211451	1.05618969	40	]
C	0.223300971	P	[	100.4898526	30.06775488	1.05430711	40	]
C	0.233009709	P	[	100.1412832	29.75377272	1.04172535	40	]
C	0.654450262	P	[	95.87161914	34.67350339	1.05355292	37	]
C	0.252427184	P	[	99.68790372	29.55782782	1.0371496	40	]
C	0.145631068	P	[	100.292517	30.03298786	1.05355162	40	]
C	0.194174757	P	[	100.3753662	30.28487963	1.05591767	40	]
C	0.257281553	P	[	99.41645261	30.08379252	1.04179717	40	]
C	0.131067961	P	[	100.0490072	29.90260741	1.04373405	40	]
C	0.223300971	P	[	100.2745044	29.82931059	1.04352753	40	]
C	0.47761194	P	[	99.8539923	29.94157475	1.03291216	39	]
C	0.325242718	P	[	100.5651164	30.58120687	1.05799903	40	]
C	0.402843602	P	[	100.501713	29.25863881	1.04606782	41	]
C	0.339805825	P	[	100.1876825	30.4944888	1.05163035	40	]
C	0.27184466	P	[	100.16402	29.63461499	1.04107003	40	]
C	0.325242718	P	[	99.82229828	29.6131401	1.03386806	40	]
C	0.257281553	P	[	99.97015528	30.35220627	1.04746882	40	]
C	0.207729469	P	[	100.006627	30.10529717	1.05354094	40	]
C	0.184466019	P	[	100.0434269	30.15196274	1.05459382	40	]
C	0.368932039	P	[	100.787224	30.641263	1.06022676	40	]
C	0.236714976	P	[	100.0448878	30.39593954	1.0526557	40	]
C	0.237864078	P	[	99.53391955	29.79521989	1.03787497	40	]
C	0.262135922	P	[	100.0069402	29.86095797	1.0518666	40	]
C	0.126213592	P	[	100.1464228	29.95451614	1.04482738	40	]
C	0.218446602	P	[	99.70858191	29.70191094	1.03788109	40	]
C	0.388059701	P	[	100.6182338	30.70053132	1.06070987	39	]
C	0.378640777	P	[	98.93614844	30.23742717	1.03880943	40	]
								
Pop	400	-	Iter	25				
Mean	0.32954018							
C	0.281553398	P	[	99.77129482	29.59650038	1.04200916	40	]
C	0.28358209	P	[	98.59966348	31.44200182	1.04669736	39	]
C	0.27184466	P	[	100.0034467	30.45534773	1.05085813	40	]
C	0.310679612	P	[	100.8491335	29.76140406	1.05120096	40	]
C	0.492537313	P	[	99.472521	30.10397301	1.02959146	39	]
C	0.252427184	P	[	100.3293523	29.74836388	1.0446532	40	]
C	0.437810945	P	[	100.6545199	30.63995138	1.04964559	39	]
C	0.29468599	P	[	99.40623019	29.66709895	1.03776839	40	]
C	0.188405797	P	[	99.81414519	30.13629363	1.0456462	40	]
C	0.275362319	P	[	99.39647772	29.6668246	1.03339827	40	]
C	0.378640777	P	[	99.11827383	29.53333953	1.03017052	40	]
C	0.286407767	P	[	100.3126683	29.70621215	1.04223536	40	]
C	0.231884058	P	[	100.3319584	30.36643543	1.05822728	40	]
C	0.354368932	P	[	99.26793266	29.65805924	1.03786391	40	]
C	0.314009662	P	[	100.8827731	29.73709168	1.05060195	40	]
C	0.262135922	P	[	99.96460934	29.57195372	1.04066948	40	]
C	0.310679612	P	[	99.78699807	30.465056	1.05035794	40	]
