C	0.256038647	P	[	100.3486788	30.14180424	1.05959562	40	]
C	0.45049505	P	[	98.1870039	31.18880817	1.04185145	39	]
C	0.31884058	P	[	99.7290323	30.25924817	1.04082519	40	]
C	0.236714976	P	[	100.1491371	30.2137378	1.04680346	40	]
C	0.29468599	P	[	100.0325307	30.49026261	1.05359625	40	]
C	0.323671498	P	[	100.7098984	29.58293419	1.04530921	40	]
C	0.286407767	P	[	99.71515629	29.67950798	1.03435989	40	]
C	0.36318408	P	[	98.96219036	31.32534094	1.04897437	39	]
C	0.188405797	P	[	100.4720899	30.21725694	1.05372342	40	]
C	0.388349515	P	[	101.058676	29.57472657	1.0541818	40	]
C	0.388059701	P	[	99.68610869	30.56784	1.03909778	39	]
C	0.285024155	P	[	100.6624187	30.42545796	1.05962489	40	]
C	0.241545894	P	[	100.1375611	29.93010346	1.05385901	40	]
C	0.260869565	P	[	100.4247758	29.70363995	1.04915687	40	]
C	0.806629834	P	[	92.79772191	36.63928688	1.04183479	35	]
C	0.281553398	P	[	100.4960735	29.69953768	1.04591434	40	]
C	0.440594059	P	[	98.13391406	31.12983274	1.03762544	39	]
C	0.359223301	P	[	100.0996042	29.92772266	1.05810876	40	]
C	0.22815534	P	[	100.048619	30.35757921	1.05030546	40	]
C	0.424528302	P	[	99.87813325	29.03341212	1.04011416	41	]
C	0.27184466	P	[	100.1575195	29.86895658	1.05432643	40	]
C	0.184466019	P	[	99.71125127	29.99629323	1.04034379	40	]
C	0.32038835	P	[	100.2302392	29.70268398	1.05209219	40	]
C	0.199029126	P	[	100.3691763	30.32628852	1.05526962	40	]
C	0.169902913	P	[	99.88643934	30.16670401	1.05131383	40	]
C	0.150485437	P	[	99.9974271	30.00026613	1.05149897	40	]
C	0.349514563	P	[	100.0368375	30.22113171	1.06054451	40	]
C	0.50990099	P	[	99.34487092	30.99011065	1.0576844	39	]
C	0.252427184	P	[	99.53125622	29.63170221	1.03742517	40	]
C	0.252427184	P	[	100.4864998	30.3505798	1.05875757	40	]
C	0.383886256	P	[	100.74955	28.77851458	1.04668612	41	]
C	0.296116505	P	[	99.31439562	30.15503822	1.04463535	40	]
C	0.462686567	P	[	100.1606439	31.24449247	1.06173536	39	]
C	0.315533981	P	[	99.18935153	30.15617087	1.04230013	40	]
C	0.759259259	P	[	99.89004883	27.59694729	1.03841635	42	]
C	0.300970874	P	[	100.3918817	30.22044114	1.06061177	40	]
C	0.262135922	P	[	100.0132491	29.61706218	1.04469199	40	]
C	0.241545894	P	[	99.86682502	30.0377572	1.05220061	40	]
C	0.349514563	P	[	99.63627597	30.58137907	1.05488801	40	]
C	0.242718447	P	[	100.3446654	29.78598946	1.0470575	40	]
C	0.233009709	P	[	100.0603533	30.3173933	1.05709279	40	]
C	0.44549763	P	[	100.6200471	28.65631674	1.03716195	41	]
C	0.32038835	P	[	100.7253708	29.58906304	1.04929638	40	]
C	0.446601942	P	[	100.3325884	29.92304614	1.06404748	40	]
C	0.247572816	P	[	100.3179642	29.7673904	1.04654523	40	]
C	0.55721393	P	[	99.09836806	29.73368081	1.02066983	39	]
C	0.280193237	P	[	100.1052019	29.57440691	1.04005123	40	]
C	0.393034826	P	[	100.4922683	30.68642386	1.05814751	39	]
C	0.270531401	P	[	100.6656883	30.17427813	1.05703324	40	]
C	0.262135922	P	[	100.2821049	29.7651468	1.04367555	40	]
C	0.22815534	P	[	99.61756651	29.60670759	1.03808533	40	]
C	0.145631068	P	[	99.97795584	30.16325521	1.05229291	40	]
C	0.247572816	P	[	99.86679435	29.78896737	1.0473808	40	]
C	0.242718447	P	[	100.2169735	30.17529255	1.05747622	40	]
C	0.270531401	P	[	100.4254907	30.17722867	1.04805732	40	]
C	0.502487562	P	[	101.0204895	31.17887448	1.07440584	39	]
C	0.393034826	P	[	99.96636258	30.79774159	1.04654396	39	]
C	0.841836735	P	[	102.1941384	31.54722123	1.08204053	38	]
C	0.208737864	P	[	100.4875025	30.00731674	1.04891052	40	]
C	0.121359223	P	[	99.81001634	29.83856476	1.0424958	40	]
C	0.275362319	P	[	100.043777	29.67373581	1.03849638	40	]
C	0.252427184	P	[	100.4577446	29.89500284	1.05351277	40	]
C	0.275362319	P	[	99.87133495	30.39262585	1.05046047	40	]
C	0.359223301	P	[	99.1517104	29.73078369	1.03251888	40	]
C	0.27184466	P	[	100.2202221	29.69248922	1.0481604	40	]
C	0.393203883	P	[	99.78495103	30.37041521	1.04164555	40	]
C	0.17961165	P	[	100.4142703	30.14060021	1.05284457	40	]
C	0.363207547	P	[	99.94899857	29.43655955	1.04672932	41	]
C	0.252427184	P	[	100.3562334	30.37611205	1.05852048	40	]
C	0.246376812	P	[	100.4113581	29.6934	1.04643207	40	]
C	0.55721393	P	[	100.007505	31.2698161	1.06829572	39	]
C	0.570754717	P	[	102.0735585	29.07049004	1.05784885	41	]
C	0.592592593	P	[	102.0376049	27.38003709	1.04288467	42	]
C	0.368159204	P	[	99.20323777	30.9277205	1.04563301	39	]
C	0.292207792	P	[	99.93707708	49.78918489	-1.03409276	30	]
C	0.222222222	P	[	100.4341027	30.40419047	1.0554731	40	]
C	0.184466019	P	[	100.3500635	29.93323712	1.04681211	40	]
C	0.223300971	P	[	100.1542964	30.34176642	1.050801	40	]
C	0.241545894	P	[	99.8069635	30.14319866	1.05290196	40	]
C	1.155339806	P	[	103.0374906	27.64596736	1.0451561	40	]
C	0.237864078	P	[	99.66744634	30.22749393	1.04717338	40	]
C	0.09223301	P	[	100.2086191	30.13139297	1.05177041	40	]
C	0.36407767	P	[	100.9147516	30.40622249	1.06315956	40	]
								
Pop	250	-	Iter	40				
Mean	0.292004497							
C	0.300970874	P	[	99.86206813	30.01024369	1.03745235	40	]
C	0.218446602	P	[	100.2430226	30.35412352	1.0528543	40	]
C	0.275362319	P	[	100.1564562	29.9465837	1.0409894	40	]
C	0.237864078	P	[	99.91980047	30.13522113	1.05405174	40	]
C	0.437810945	P	[	100.2414043	30.58885277	1.03960421	39	]
C	0.300970874	P	[	100.5815404	30.4203407	1.06251007	40	]
C	0.972222222	P	[	104.1369345	26.46927281	1.0550303	42	]
C	0.314009662	P	[	100.1005946	30.07898111	1.04070004	40	]
C	0.407960199	P	[	99.21487857	31.51309063	1.05604624	39	]
C	0.286407767	P	[	100.557437	30.55579425	1.06110024	40	]
C	0.305825243	P	[	99.61072105	29.6166687	1.04116316	40	]
C	0.257281553	P	[	99.57351529	30.20025087	1.04482079	40	]
C	0.276699029	P	[	100.4538839	29.77859332	1.0513499	40	]
C	0.251207729	P	[	100.0919908	30.09297882	1.04265167	40	]
C	0.266990291	P	[	100.6508224	30.23072011	1.05822758	40	]
C	0.396135266	P	[	99.06812803	29.64686045	1.0293669	40	]
C	0.805970149	P	[	102.508691	31.57814144	1.09386393	39	]
C	0.223300971	P	[	99.89549833	30.33142147	1.04917676	40	]
C	0.300970874	P	[	99.90985804	30.45102298	1.04935898	40	]
C	0.300970874	P	[	100.077124	30.21980889	1.0597756	40	]
C	0.194174757	P	[	99.84093256	29.85467355	1.04695201	40	]
C	0.349514563	P	[	100.4698	30.57522467	1.05569166	40	]
C	0.275362319	P	[	99.63099949	29.82416587	1.03489732	40	]
C	0.154589372	P	[	99.86969622	29.79334511	1.04452604	40	]
C	0.368932039	P	[	99.84023074	30.33227255	1.04100464	40	]
C	0.305825243	P	[	99.85811642	29.87861036	1.05083685	40	]
C	0.412935323	P	[	100.7760227	30.92382443	1.06801588	39	]
C	0.252427184	P	[	100.5748752	30.28711673	1.05615821	40	]
C	0.160194175	P	[	99.96584793	30.23354075	1.04834359	40	]
C	0.237864078	P	[	99.9904227	29.80543926	1.03928778	40	]
C	0.252427184	P	[	100.6000863	30.17923816	1.05393484	40	]
C	0.39800995	P	[	99.8906613	30.82392601	1.05306794	39	]
C	0.251207729	P	[	100.5174424	30.25558871	1.05146859	40	]
C	0.22815534	P	[	99.53890249	29.7957846	1.04095118	40	]
C	0.22815534	P	[	99.52088465	29.812104	1.0371773	40	]
C	0.315533981	P	[	100.8301371	29.68070159	1.0516515	40	]
C	0.309178744	P	[	99.09523514	30.3033822	1.04384714	40	]
C	0.353773585	P	[	100.4727156	29.29632904	1.04911624	41	]
C	0.165048544	P	[	99.8903501	29.87930795	1.04746271	40	]
C	0.22815534	P	[	100.2965707	30.39460347	1.05545811	40	]
C	0.281553398	P	[	100.2424085	30.39939444	1.05134924	40	]
C	0.325242718	P	[	99.52871263	30.42277921	1.05264939	40	]
C	0.662037037	P	[	103.0781775	27.41247053	1.05525663	42	]
C	0.233009709	P	[	100.4655793	29.93323077	1.04969834	40	]
C	0.291262136	P	[	99.7759466	30.36809939	1.04610737	40	]
C	0.852040816	P	[	100.9497422	31.4527224	1.0865374	38	]
C	0.165048544	P	[	99.86085317	30.10259822	1.05027479	40	]
C	0.362318841	P	[	100.0791738	29.70106847	1.05189108	40	]
C	0.305825243	P	[	100.2054186	29.5785015	1.03878465	40	]
C	0.286407767	P	[	99.22163942	30.33636082	1.04370624	40	]
C	0.199029126	P	[	100.2850911	30.13480186	1.04813839	40	]
C	0.323383085	P	[	98.77020923	31.42156996	1.04626439	39	]
C	0.174757282	P	[	100.2719707	30.27156508	1.05131724	40	]
C	0.315533981	P	[	99.89099493	29.76974248	1.03545382	40	]
C	0.160194175	P	[	99.68567613	29.84384487	1.04194164	40	]
C	0.305825243	P	[	99.83808309	29.69402604	1.04618778	40	]
C	0.251207729	P	[	100.0894377	29.77375272	1.04899894	40	]
C	0.281553398	P	[	100.7914963	30.00791653	1.05401709	40	]
C	0.241545894	P	[	100.5169641	30.31232234	1.05389393	40	]
C	0.31884058	P	[	99.3505071	29.82255475	1.04113782	40	]
C	0.334951456	P	[	100.0821434	30.49418538	1.05006375	40	]
C	0.288557214	P	[	98.45953136	31.34873675	1.04470531	39	]
C	0.199029126	P	[	100.2077436	30.07886069	1.05644048	40	]
C	0.194174757	P	[	99.85537948	29.73584862	1.04407809	40	]
C	0.246376812	P	[	100.3945479	29.79874815	1.04370888	40	]
C	0.354368932	P	[	100.1836832	30.47777132	1.04999032	40	]
C	0.203883495	P	[	100.3692565	29.95013564	1.04538421	40	]
C	0.160194175	P	[	99.96655802	30.10903452	1.05230846	40	]
C	0.183574879	P	[	100.339916	30.04617248	1.05518734	40	]
C	0.469194313	P	[	99.69549875	29.88476838	1.04474239	41	]
C	0.388349515	P	[	100.6466196	30.69108852	1.05848842	40	]
C	0.286407767	P	[	100.0458603	29.62283753	1.04666391	40	]
C	0.208737864	P	[	99.73239828	30.04031288	1.04942724	40	]
C	0.257281553	P	[	100.2405293	29.76711566	1.0413667	40	]
C	0.213592233	P	[	99.64491507	30.07335825	1.04522232	40	]
C	0.087378641	P	[	99.93713279	29.96615979	1.04362032	40	]
C	0.236714976	P	[	100.1468892	30.45242519	1.05557215	40	]
C	0.27184466	P	[	100.4505105	29.75433562	1.04938985	40	]
C	0.333333333	P	[	99.94489428	30.2298865	1.04173707	40	]
C	0.27184466	P	[	100.1512808	30.03844179	1.05745386	40	]
C	0.400990099	P	[	100.4810323	30.94831133	1.04836767	39	]
C	0.247572816	P	[	100.4154378	30.07208769	1.04736028	40	]
C	0.183574879	P	[	100.0838299	30.29643723	1.05258933	40	]
C	0.155339806	P	[	100.0904584	30.26679878	1.05254103	40	]
C	0.223300971	P	[	99.77666156	29.73656829	1.04379257	40	]
C	0.305825243	P	[	100.7965197	29.75025716	1.04771682	40	]
C	0.257281553	P	[	100.0697275	29.85362231	1.03975169	40	]
C	0.242718447	P	[	100.1764801	30.10029151	1.04453154	40	]
C	0.048543689	P	[	100.1099447	30.01548042	1.0487726	40	]
C	0.164251208	P	[	100.2947249	29.95528057	1.04634525	40	]
C	0.140776699	P	[	100.2337596	30.08384095	1.05419177	40	]
C	0.154589372	P	[	99.83593912	30.11094107	1.04915356	40	]
C	0.348258706	P	[	99.45399974	31.18509886	1.05077438	39	]
C	0.236714976	P	[	100.1924164	30.46842817	1.05498817	40	]
C	0.22815534	P	[	100.3161184	30.35708506	1.05330791	40	]
C	0.452736318	P	[	101.0073769	31.18940066	1.07286875	39	]
C	0.27184466	P	[	99.78273343	30.27496073	1.05346469	40	]
C	0.289855072	P	[	100.0367906	29.94685207	1.05481939	40	]
C	0.420289855	P	[	100.5436861	29.75545962	1.0588978	40	]
C	0.322580645	P	[	99.87962396	49.93627185	-1.03549884	30	]
								
Pop	200	-	Iter	50				
Mean	0.280116547							
C	0.285024155	P	[	99.97374936	30.10631069	1.05552778	40	]
C	1.191056911	P	[	113.2042354	18.34649545	1.05580223	48	]
C	0.305825243	P	[	99.33804491	30.32155618	1.04944805	40	]
C	0.334951456	P	[	100.2963299	30.5002797	1.06228064	40	]
C	0.199029126	P	[	99.95305677	29.99326069	1.05148892	40	]
C	0.194174757	P	[	100.3071632	29.91663172	1.05247408	40	]
C	0.304347826	P	[	99.22797215	30.3559653	1.04447106	40	]
C	0.36407767	P	[	100.1167765	29.7137375	1.03555146	40	]
C	0.289855072	P	[	100.6786258	30.35391679	1.06000957	40	]
C	0.22815534	P	[	99.50755114	29.95647035	1.04080687	40	]
C	0.203883495	P	[	100.2504167	29.83649012	1.04810801	40	]
C	0.29468599	P	[	99.30432199	29.90014342	1.03333969	40	]
C	0.310679612	P	[	99.28289805	30.38209028	1.04384269	40	]
C	0.373786408	P	[	100.1967252	30.68676027	1.06251302	40	]
C	0.310679612	P	[	100.0891853	30.56999136	1.05371634	40	]
C	0.257281553	P	[	99.8309232	30.16099019	1.05369284	40	]
C	0.126213592	P	[	100.1720857	29.9414912	1.05012144	40	]
C	0.242718447	P	[	99.59995226	29.65452611	1.03936677	40	]
C	0.478672986	P	[	100.4283998	29.86456741	1.06718622	41	]
C	0.160194175	P	[	99.68648104	29.97104135	1.04444721	40	]
C	0.165048544	P	[	100.3414949	30.11642063	1.04958079	40	]
C	0.47029703	P	[	98.80905495	31.52324702	1.05784821	39	]
C	0.296116505	P	[	100.3841771	29.63162176	1.04212332	40	]
C	0.305825243	P	[	99.21261264	30.28631068	1.04296293	40	]
C	0.077294686	P	[	99.95248226	30.02300001	1.04825077	40	]
C	0.149758454	P	[	100.1779113	30.1916876	1.05433363	40	]
C	0.17961165	P	[	99.91891121	30.24903126	1.04885947	40	]
C	0.198067633	P	[	100.0995999	29.81070191	1.04200536	40	]
C	0.178743961	P	[	100.3383134	29.99236091	1.05349369	40	]
C	0.252427184	P	[	99.84827388	29.63043036	1.03719863	40	]
C	0.383495146	P	[	98.83817675	30.30412122	1.03728362	40	]
C	0.362318841	P	[	100.0460919	29.62471921	1.04928223	40	]
C	0.334951456	P	[	99.73789068	29.43155031	1.03691731	40	]
C	0.310679612	P	[	100.5790551	29.71464875	1.04550441	40	]
C	0.198067633	P	[	99.51892926	29.8897892	1.04044825	40	]
C	0.198067633	P	[	99.69983016	29.67912919	1.03972708	40	]
C	0.149758454	P	[	99.77628486	29.98549088	1.04283475	40	]
C	0.242718447	P	[	100.2947044	29.76674229	1.04545454	40	]
C	0.281553398	P	[	100.503504	29.98572699	1.05633169	40	]
C	0.116504854	P	[	100.2494484	30.15132582	1.05251483	40	]
C	0.281553398	P	[	100.4727017	30.49735966	1.05673372	40	]
C	0.237864078	P	[	100.1046014	30.41682624	1.05388999	40	]
C	0.32038835	P	[	100.7925659	30.43686726	1.06232203	40	]
C	0.165048544	P	[	99.71628803	29.98162771	1.04702567	40	]
C	0.305825243	P	[	100.2004899	29.58358772	1.04286447	40	]
C	0.218446602	P	[	100.3856587	30.00058297	1.05296093	40	]
C	0.333333333	P	[	99.9499496	30.32942722	1.0581155	40	]
C	0.111650485	P	[	100.104492	30.15559034	1.0523712	40	]
C	0.309178744	P	[	99.64833796	29.85162333	1.04791427	40	]
C	0.972850679	P	[	103.9845652	26.4200869	1.04706253	43	]
C	0.296116505	P	[	100.6949378	29.77619618	1.04815526	40	]
C	0.266990291	P	[	100.009788	29.73410184	1.03793243	40	]
C	0.213592233	P	[	100.5297779	30.0797903	1.05359849	40	]
C	0.291262136	P	[	99.70072827	30.42148162	1.0505002	40	]
C	0.31884058	P	[	99.91676257	29.51532918	1.04447327	40	]
C	0.281553398	P	[	99.21957429	30.23054427	1.04461608	40	]
C	0.383495146	P	[	101.0695499	29.67045303	1.05270821	40	]
C	0.296116505	P	[	99.60427946	29.83253425	1.04613617	40	]
C	0.184466019	P	[	99.59771429	30.01274249	1.04487999	40	]
C	0.246376812	P	[	99.6306314	30.1681493	1.04364322	40	]
C	0.247572816	P	[	99.4516368	29.7412875	1.03521094	40	]
C	0.276699029	P	[	100.0272824	30.09481933	1.04055395	40	]
C	0.208737864	P	[	99.62326761	29.8952809	1.03817098	40	]
C	0.310679612	P	[	100.5448849	29.60209914	1.04483826	40	]
C	0.296116505	P	[	99.23675463	30.01623869	1.04158562	40	]
C	0.247572816	P	[	100.2303805	29.7234253	1.04321916	40	]
C	0.368159204	P	[	98.70092406	31.26781095	1.04901814	39	]
C	0.160194175	P	[	100.0211232	30.2775386	1.05350857	40	]
C	0.270531401	P	[	100.0274011	30.44419358	1.05516565	40	]
C	0.252427184	P	[	100.4547108	29.82585993	1.04873965	40	]
C	0.383495146	P	[	100.1444825	30.52859976	1.04956973	40	]
C	0.315533981	P	[	100.3623393	30.54641449	1.0580811	40	]
C	0.233766234	P	[	99.71946749	49.63701149	-1.04134612	30	]
C	0.266990291	P	[	99.54041546	29.63245859	1.03564038	40	]
C	0.207729469	P	[	100.4616784	30.29541766	1.0551536	40	]
C	0.169082126	P	[	99.74419421	30.03950362	1.04161758	40	]
C	0.396039604	P	[	99.32123761	30.91133568	1.0517657	39	]
C	0.262135922	P	[	99.59740565	30.24916784	1.04879418	40	]
C	0.208737864	P	[	99.76374664	30.22803229	1.04928264	40	]
C	0.252427184	P	[	100.6668563	30.04354986	1.05248084	40	]
C	0.237864078	P	[	100.5800698	30.02580465	1.05452937	40	]
C	0.188405797	P	[	100.3464935	30.1966111	1.05595047	40	]
C	0.310679612	P	[	99.67443558	30.3715494	1.05311992	40	]
C	0.199029126	P	[	99.76468414	30.09056561	1.05011594	40	]
C	0.265700483	P	[	100.2057283	30.2176904	1.04684967	40	]
C	0.325242718	P	[	99.86070902	30.47522893	1.05677322	40	]
C	0.331753555	P	[	101.3732522	28.51574169	1.04581858	41	]
C	0.309178744	P	[	100.3498664	30.36015369	1.05041643	40	]
C	0.063106796	P	[	100.1222773	30.05921238	1.04836526	40	]
C	0.22815534	P	[	99.80716818	29.90701334	1.04892095	40	]
C	0.281553398	P	[	99.6131695	30.35974036	1.04862261	40	]
C	0.120772947	P	[	99.82757397	29.84089745	1.04354082	40	]
C	0.5	P	[	100.1670641	29.42159865	1.05086997	40	]
C	0.233009709	P	[	99.78648931	30.13640688	1.04133234	40	]
C	0.27184466	P	[	100.6742085	29.91454211	1.05140384	40	]
C	0.242718447	P	[	100.6370649	30.14339438	1.05522297	40	]
C	0.208737864	P	[	99.61957087	29.95822995	1.03878742	40	]
C	0.310679612	P	[	100.3587811	29.64148437	1.04846575	40	]
C	0.314009662	P	[	99.46347377	29.48252609	1.03601263	40	]
C	0.393034826	P	[	99.85364156	30.5597052	1.04180766	39	]
								
Pop	125	-	Iter	80				
Mean	0.280576441							
C	0.193236715	P	[	99.61085124	30.04201541	1.04770379	40	]
C	0.32038835	P	[	99.7282269	30.30219101	1.05391023	40	]
C	0.368932039	P	[	99.17407938	30.50164215	1.0468877	40	]
C	0.349514563	P	[	100.7944903	30.4080521	1.05771965	40	]
C	0.281553398	P	[	99.93856527	29.60038637	1.03674698	40	]
C	0.431279621	P	[	101.2222751	28.29755407	1.04130421	41	]
C	0.116504854	P	[	100.0698996	30.18764944	1.05156445	40	]
C	0.342995169	P	[	100.8308174	29.56259303	1.04766684	40	]
C	0.367149758	P	[	100.824223	30.35109943	1.05805888	40	]
C	0.145631068	P	[	100.2654978	29.97752361	1.04608869	40	]
C	0.242718447	P	[	100.0602664	29.73063907	1.04892794	40	]
C	0.276699029	P	[	99.26562218	30.35304053	1.04670586	40	]
C	0.276699029	P	[	99.46823758	29.61906585	1.0333944	40	]
C	0.291262136	P	[	100.3557637	29.65654309	1.04179811	40	]
C	0.300970874	P	[	100.7007586	30.3845047	1.05959182	40	]
C	0.257281553	P	[	99.64924642	29.64005509	1.0405542	40	]
C	0.241545894	P	[	100.4297619	29.80525909	1.04500738	40	]
C	0.359223301	P	[	99.97676283	30.3731546	1.04407987	40	]
C	0.32038835	P	[	99.21735796	30.38997568	1.04702645	40	]
C	0.286407767	P	[	100.3307059	29.70516852	1.04152045	40	]
C	0.252427184	P	[	100.3523099	30.25455273	1.05010176	40	]
C	0.247572816	P	[	99.5961201	29.99574366	1.04752583	40	]
C	0.22815534	P	[	100.6212058	30.08665828	1.05399049	40	]
C	1.193675889	P	[	112.9558042	17.48918642	1.04730668	49	]
C	0.106796117	P	[	100.0027217	30.17345212	1.04966009	40	]
C	0.300970874	P	[	99.66383162	29.51760839	1.03792339	40	]
C	0.283870968	P	[	100.316293	49.7482829	-1.04338735	30	]
C	0.225806452	P	[	99.79493472	49.84894885	-1.04834256	30	]
C	0.17961165	P	[	99.98014608	30.31740912	1.05072054	40	]
C	0.223300971	P	[	100.5028188	30.21568552	1.05379225	40	]
C	0.208737864	P	[	99.97411827	30.08810655	1.04198046	40	]
C	0.189320388	P	[	99.84241905	29.81050436	1.0396826	40	]
C	0.145631068	P	[	100.0138938	30.05573453	1.04403905	40	]
C	0.252427184	P	[	99.89308779	30.4191844	1.05216839	40	]
C	0.231884058	P	[	99.86445183	30.02190791	1.05166984	40	]
C	0.286407767	P	[	99.88362749	29.53866929	1.03889924	40	]
C	0.231884058	P	[	99.67386855	29.61075859	1.03643332	40	]
C	0.276699029	P	[	100.1389958	30.11045568	1.04292308	40	]
C	0.276699029	P	[	100.3229676	29.85865318	1.05579074	40	]
C	0.15942029	P	[	100.3687309	29.97632452	1.0475464	40	]
C	0.121359223	P	[	100.0616042	29.97790507	1.05064569	40	]
C	0.338164251	P	[	100.1159314	29.74233624	1.03678506	40	]
C	0.315533981	P	[	100.4063497	29.85562179	1.05686834	40	]
C	0.257281553	P	[	100.3712049	30.02769879	1.04495196	40	]
C	0.296116505	P	[	99.42905984	29.57200057	1.03522125	40	]
C	0.276699029	P	[	100.0694794	30.45244427	1.05904831	40	]
C	0.131067961	P	[	100.3161069	30.08276165	1.05367756	40	]
C	0.323671498	P	[	100.310212	30.43147225	1.06218951	40	]
C	0.333333333	P	[	99.77998487	29.61228934	1.04576845	40	]
C	0.339805825	P	[	100.874087	29.80201094	1.05107741	40	]
C	0.300970874	P	[	100.1697948	29.8203272	1.05333616	40	]
C	0.286407767	P	[	100.1364096	29.6987368	1.0381817	40	]
C	0.276699029	P	[	100.0780294	30.52239933	1.05567521	40	]
C	0.164251208	P	[	100.4808794	30.0013078	1.05060776	40	]
C	0.300970874	P	[	100.6678619	30.47532096	1.06182797	40	]
C	0.22815534	P	[	100.2812975	29.85630532	1.04378121	40	]
C	0.242718447	P	[	99.45684139	29.925113	1.04162621	40	]
C	0.339805825	P	[	100.1510521	29.73920733	1.0369758	40	]
C	0.266990291	P	[	100.0006039	30.50022619	1.05304165	40	]
C	0.276699029	P	[	100.4134051	29.95259374	1.04435917	40	]
C	0.330097087	P	[	99.27077315	30.38912271	1.04888194	40	]
C	0.31884058	P	[	99.99110211	29.74961879	1.05077592	40	]
C	0.32038835	P	[	100.7005332	29.74202849	1.0452953	40	]
C	0.257281553	P	[	100.54074	30.38373014	1.05679422	40	]
C	0.236714976	P	[	100.2743607	30.25735937	1.05802431	40	]
C	0.233009709	P	[	100.5578078	30.03230349	1.05187578	40	]
C	0.265700483	P	[	99.75339148	29.64713766	1.03602781	40	]
C	0.310679612	P	[	99.46522049	29.69043738	1.0413799	40	]
C	0.354368932	P	[	100.1526207	30.5511912	1.0520866	40	]
C	0.373786408	P	[	100.9150232	29.96350119	1.06320407	40	]
C	0.333333333	P	[	100.112459	29.84211862	1.05444972	40	]
C	0.184466019	P	[	99.65517659	29.85108298	1.0432596	40	]
C	0.305825243	P	[	100.7553324	29.78751997	1.04868013	40	]
C	0.164251208	P	[	100.0523659	29.98197073	1.04373689	40	]
C	0.276699029	P	[	100.8037744	29.99489866	1.05487783	40	]
C	0.223300971	P	[	99.71365378	30.00582846	1.03862394	40	]
C	0.115942029	P	[	99.96890683	29.89826963	1.04681603	40	]
C	0.251207729	P	[	100.3364093	29.89780687	1.04266296	40	]
C	0.325242718	P	[	99.99710301	30.40396016	1.06024686	40	]
C	0.299516908	P	[	99.82290149	29.61659386	1.04502928	40	]
C	1.198347107	P	[	110.4018007	20.13269799	1.0503162	47	]
C	0.199029126	P	[	100.2503426	29.93609616	1.05401957	40	]
C	0.252427184	P	[	99.44356204	29.69902867	1.03754631	40	]
C	0.276699029	P	[	99.95236775	29.59395228	1.04511759	40	]
C	0.237864078	P	[	99.62012237	29.88035623	1.04537847	40	]
C	0.310679612	P	[	99.94248208	30.41539522	1.04793056	40	]
C	0.145631068	P	[	100.1668182	29.89334898	1.04835702	40	]
C	0.233009709	P	[	100.6122999	30.05535748	1.05496569	40	]
C	0.174757282	P	[	100.3162037	30.17821436	1.0557208	40	]
C	0.203883495	P	[	99.9694526	30.02541182	1.04099702	40	]
C	0.174757282	P	[	100.3977346	29.98801557	1.04843817	40	]
C	0.283870968	P	[	99.71031102	50.05761372	-1.05875916	30	]
C	0.218446602	P	[	100.0685886	30.09048166	1.05594112	40	]
C	0.32038835	P	[	99.49600316	30.49542871	1.04906492	40	]
C	0.343283582	P	[	98.49953787	31.55417759	1.04662094	39	]
C	0.199029126	P	[	99.7846809	30.00631825	1.03969268	40	]
C	0.218446602	P	[	100.1474943	30.02495338	1.05516868	40	]
C	0.344660194	P	[	100.8900747	29.54392281	1.05007887	40	]
C	0.218446602	P	[	99.82114923	30.12448645	1.0418822	40	]
C	0.334951456	P	[	100.8120099	30.36274714	1.06057939	40	]
								
Pop	100	-	Iter	100				
Mean	0.402124058							
C	0.291262136	P	[	100.2165928	29.91417115	1.05654539	40	]
C	1.931818182	P	[	106.3978007	38.39790722	1.22422116	34	]
C	1.221343874	P	[	113.3925247	16.64525924	1.04300455	49	]
C	0.189320388	P	[	100.2690609	29.89227997	1.04687094	40	]
C	0.25974026	P	[	100.0212618	50.00550541	-1.0569573	30	]
C	0.276699029	P	[	100.216113	30.20761853	1.04637721	40	]
C	0.256038647	P	[	100.4353813	30.13387633	1.05974397	40	]
C	1.218623482	P	[	112.9433954	18.51555535	1.05892631	48	]
C	0.359223301	P	[	100.0190222	30.56927362	1.05124503	40	]
C	0.22705314	P	[	100.3413996	30.18547126	1.05753379	40	]
C	0.276699029	P	[	100.5603925	29.79413495	1.04780313	40	]
C	0.276699029	P	[	100.1825958	29.67237962	1.04732913	40	]
C	0.207729469	P	[	99.52455357	29.73611073	1.03678534	40	]
C	0.260869565	P	[	99.9616551	30.08838145	1.05451137	40	]
C	0.236714976	P	[	99.72630206	29.94274576	1.03831391	40	]
C	0.32038835	P	[	99.69495697	29.61532663	1.03371852	40	]
C	0.330097087	P	[	100.1902089	29.65868716	1.03765772	40	]
C	0.116504854	P	[	99.8388529	29.84224422	1.04206616	40	]
C	0.296116505	P	[	100.3173314	29.77420177	1.05378687	40	]
C	1.213438735	P	[	114.5839493	16.84906366	1.0537331	49	]
C	0.22815534	P	[	100.3415249	30.32778686	1.05690412	40	]
C	1.415730337	P	[	100.2995493	28.5125853	1.02792969	17	]
C	0.305825243	P	[	99.62494162	29.73913329	1.04419871	40	]
C	0.323671498	P	[	100.0089311	29.66075607	1.03556945	40	]
C	0.339805825	P	[	100.4956683	30.48205984	1.06181801	40	]
C	0.349514563	P	[	99.87467846	30.41589797	1.04508704	40	]
